workerid,class,predicate,slide_number,response,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,location,internal,3,0.84,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,X,mixed,4,0.72,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,shape,circular,5,0.52,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,age,old,6,0.34,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,color,blonde,7,0.21,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,value,best,8,0.76,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,value,favorite,9,0.69,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,physical,curly,10,0.38,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,nationality,English,11,0.77,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,temporal,daily,12,0.67,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,X,potential,13,0.49,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,value,prestigious,14,0.72,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,dimension,large,15,0.7,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,X,individual,16,0.8,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,physical,lacy,17,0.74,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,material,corduroy,18,0.56,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,human,civilized,19,0.73,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,value,strange,20,0.66,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,human,professional,21,0.68,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,temporal,current,22,0.72,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,human,playful,23,0.68,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,color,purple,24,0.63,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
0,location,overhead,25,0.75,ENGLISH,1,Female,54,,Yes,3,Windows,768,1366,Chrome,33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Dec 28 09:09:07 PST 2015,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed Jan 27 09:09:07 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=33NOQL7T9OCV3KTVLDC1OT1AD1VZ87,3Z4AIRP3C7QR997OBCK21HTAG3X1X6,0,Submitted,Tue Dec 29 01:52:07 PST 2015,Mon Dec 28 09:09:19 PST 2015,Mon Dec 28 09:12:07 PST 2015,,,,,,[],2.6668
