workerid,predicate,noun,class,nounclass,slide_number,response,condition,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,brown,carrot,color,food,3,0.79,subjective,English,1,Male,22,,Yes,1,Windows,1080,1920,Chrome,36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:08 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:08 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3VA45EW49O04F0TWALX6I42H8ZSO1S,0,Submitted,Tue Apr 19 02:56:36 PDT 2016,Mon Apr 18 10:14:40 PDT 2016,Mon Apr 18 10:16:36 PDT 2016,,,,,,[],1.9041
0,old,carrot,age,food,4,0.87,subjective,English,1,Male,22,,Yes,1,Windows,1080,1920,Chrome,36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:08 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:08 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3VA45EW49O04F0TWALX6I42H8ZSO1S,0,Submitted,Tue Apr 19 02:56:36 PDT 2016,Mon Apr 18 10:14:40 PDT 2016,Mon Apr 18 10:16:36 PDT 2016,,,,,,[],1.9041
0,plastic,couch,material,furniture,5,0.88,subjective,English,1,Male,22,,Yes,1,Windows,1080,1920,Chrome,36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:08 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:08 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3VA45EW49O04F0TWALX6I42H8ZSO1S,0,Submitted,Tue Apr 19 02:56:36 PDT 2016,Mon Apr 18 10:14:40 PDT 2016,Mon Apr 18 10:16:36 PDT 2016,,,,,,[],1.9041
0,rotten,cheese,age,food,6,0.91,subjective,English,1,Male,22,,Yes,1,Windows,1080,1920,Chrome,36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:08 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:08 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3VA45EW49O04F0TWALX6I42H8ZSO1S,0,Submitted,Tue Apr 19 02:56:36 PDT 2016,Mon Apr 18 10:14:40 PDT 2016,Mon Apr 18 10:16:36 PDT 2016,,,,,,[],1.9041
0,yellow,tomato,color,food,7,0.9,subjective,English,1,Male,22,,Yes,1,Windows,1080,1920,Chrome,36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:08 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:08 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3VA45EW49O04F0TWALX6I42H8ZSO1S,0,Submitted,Tue Apr 19 02:56:36 PDT 2016,Mon Apr 18 10:14:40 PDT 2016,Mon Apr 18 10:16:36 PDT 2016,,,,,,[],1.9041
0,bad,banana,quality,food,8,0.88,subjective,English,1,Male,22,,Yes,1,Windows,1080,1920,Chrome,36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:08 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:08 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3VA45EW49O04F0TWALX6I42H8ZSO1S,0,Submitted,Tue Apr 19 02:56:36 PDT 2016,Mon Apr 18 10:14:40 PDT 2016,Mon Apr 18 10:16:36 PDT 2016,,,,,,[],1.9041
0,metal,fan,material,furniture,9,0.94,subjective,English,1,Male,22,,Yes,1,Windows,1080,1920,Chrome,36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:08 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:08 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3VA45EW49O04F0TWALX6I42H8ZSO1S,0,Submitted,Tue Apr 19 02:56:36 PDT 2016,Mon Apr 18 10:14:40 PDT 2016,Mon Apr 18 10:16:36 PDT 2016,,,,,,[],1.9041
0,green,cheese,color,food,10,0.97,subjective,English,1,Male,22,,Yes,1,Windows,1080,1920,Chrome,36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:08 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:08 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3VA45EW49O04F0TWALX6I42H8ZSO1S,0,Submitted,Tue Apr 19 02:56:36 PDT 2016,Mon Apr 18 10:14:40 PDT 2016,Mon Apr 18 10:16:36 PDT 2016,,,,,,[],1.9041
0,small,cheese,size,food,11,0.88,subjective,English,1,Male,22,,Yes,1,Windows,1080,1920,Chrome,36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:08 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:08 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3VA45EW49O04F0TWALX6I42H8ZSO1S,0,Submitted,Tue Apr 19 02:56:36 PDT 2016,Mon Apr 18 10:14:40 PDT 2016,Mon Apr 18 10:16:36 PDT 2016,,,,,,[],1.9041
0,huge,chair,size,furniture,12,1,subjective,English,1,Male,22,,Yes,1,Windows,1080,1920,Chrome,36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:08 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:08 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=36MUZ9VAE6F99KYQ6Y94PBET30XEDV,3VA45EW49O04F0TWALX6I42H8ZSO1S,0,Submitted,Tue Apr 19 02:56:36 PDT 2016,Mon Apr 18 10:14:40 PDT 2016,Mon Apr 18 10:16:36 PDT 2016,,,,,,[],1.9041
