workerid,predicate,noun,class,nounclass,slide_number,response,condition,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,rotten,carrot,age,food,3,1,inherent,English,2,Female,28,,Yes,2,Windows,768,1366,Firefox,3ACRLU860NRGUN06S2IYULQT0FLEBO,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:40 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:40 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3ACRLU860NRGUN06S2IYULQT0FLEBO,3YMTUJH0DTT1KRVNTK27ACF7JRJ4T7,0,Submitted,Tue Apr 19 02:39:57 PDT 2016,Mon Apr 18 09:57:41 PDT 2016,Mon Apr 18 09:59:57 PDT 2016,,,,,,[],2.18625
0,smooth,fan,texture,furniture,4,0.24,inherent,English,2,Female,28,,Yes,2,Windows,768,1366,Firefox,3ACRLU860NRGUN06S2IYULQT0FLEBO,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:40 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:40 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3ACRLU860NRGUN06S2IYULQT0FLEBO,3YMTUJH0DTT1KRVNTK27ACF7JRJ4T7,0,Submitted,Tue Apr 19 02:39:57 PDT 2016,Mon Apr 18 09:57:41 PDT 2016,Mon Apr 18 09:59:57 PDT 2016,,,,,,[],2.18625
0,small,tomato,size,food,5,0.42,inherent,English,2,Female,28,,Yes,2,Windows,768,1366,Firefox,3ACRLU860NRGUN06S2IYULQT0FLEBO,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:40 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:40 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3ACRLU860NRGUN06S2IYULQT0FLEBO,3YMTUJH0DTT1KRVNTK27ACF7JRJ4T7,0,Submitted,Tue Apr 19 02:39:57 PDT 2016,Mon Apr 18 09:57:41 PDT 2016,Mon Apr 18 09:59:57 PDT 2016,,,,,,[],2.18625
0,long,chair,size,furniture,6,0.21,inherent,English,2,Female,28,,Yes,2,Windows,768,1366,Firefox,3ACRLU860NRGUN06S2IYULQT0FLEBO,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:40 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:40 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3ACRLU860NRGUN06S2IYULQT0FLEBO,3YMTUJH0DTT1KRVNTK27ACF7JRJ4T7,0,Submitted,Tue Apr 19 02:39:57 PDT 2016,Mon Apr 18 09:57:41 PDT 2016,Mon Apr 18 09:59:57 PDT 2016,,,,,,[],2.18625
0,big,fan,size,furniture,7,0.41,inherent,English,2,Female,28,,Yes,2,Windows,768,1366,Firefox,3ACRLU860NRGUN06S2IYULQT0FLEBO,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:40 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:40 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3ACRLU860NRGUN06S2IYULQT0FLEBO,3YMTUJH0DTT1KRVNTK27ACF7JRJ4T7,0,Submitted,Tue Apr 19 02:39:57 PDT 2016,Mon Apr 18 09:57:41 PDT 2016,Mon Apr 18 09:59:57 PDT 2016,,,,,,[],2.18625
0,bad,cheese,quality,food,8,0.98,inherent,English,2,Female,28,,Yes,2,Windows,768,1366,Firefox,3ACRLU860NRGUN06S2IYULQT0FLEBO,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:40 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:40 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3ACRLU860NRGUN06S2IYULQT0FLEBO,3YMTUJH0DTT1KRVNTK27ACF7JRJ4T7,0,Submitted,Tue Apr 19 02:39:57 PDT 2016,Mon Apr 18 09:57:41 PDT 2016,Mon Apr 18 09:59:57 PDT 2016,,,,,,[],2.18625
0,metal,carrot,material,food,9,1,inherent,English,2,Female,28,,Yes,2,Windows,768,1366,Firefox,3ACRLU860NRGUN06S2IYULQT0FLEBO,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:40 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:40 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3ACRLU860NRGUN06S2IYULQT0FLEBO,3YMTUJH0DTT1KRVNTK27ACF7JRJ4T7,0,Submitted,Tue Apr 19 02:39:57 PDT 2016,Mon Apr 18 09:57:41 PDT 2016,Mon Apr 18 09:59:57 PDT 2016,,,,,,[],2.18625
0,brown,desk,color,furniture,10,0.13,inherent,English,2,Female,28,,Yes,2,Windows,768,1366,Firefox,3ACRLU860NRGUN06S2IYULQT0FLEBO,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:40 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:40 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3ACRLU860NRGUN06S2IYULQT0FLEBO,3YMTUJH0DTT1KRVNTK27ACF7JRJ4T7,0,Submitted,Tue Apr 19 02:39:57 PDT 2016,Mon Apr 18 09:57:41 PDT 2016,Mon Apr 18 09:59:57 PDT 2016,,,,,,[],2.18625
0,green,banana,color,food,11,0.61,inherent,English,2,Female,28,,Yes,2,Windows,768,1366,Firefox,3ACRLU860NRGUN06S2IYULQT0FLEBO,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:40 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:40 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3ACRLU860NRGUN06S2IYULQT0FLEBO,3YMTUJH0DTT1KRVNTK27ACF7JRJ4T7,0,Submitted,Tue Apr 19 02:39:57 PDT 2016,Mon Apr 18 09:57:41 PDT 2016,Mon Apr 18 09:59:57 PDT 2016,,,,,,[],2.18625
0,square,banana,shape,food,12,0.68,inherent,English,2,Female,28,,Yes,2,Windows,768,1366,Firefox,3ACRLU860NRGUN06S2IYULQT0FLEBO,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:55:40 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:55:40 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3ACRLU860NRGUN06S2IYULQT0FLEBO,3YMTUJH0DTT1KRVNTK27ACF7JRJ4T7,0,Submitted,Tue Apr 19 02:39:57 PDT 2016,Mon Apr 18 09:57:41 PDT 2016,Mon Apr 18 09:59:57 PDT 2016,,,,,,[],2.18625
