workerid,predicate,noun,class,nounclass,slide_number,response,condition,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,plastic,apple,material,food,3,0.77,inherent,English,2,Female,34,,Yes,3,Linux,768,1366,Chrome,311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:18 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:18 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3L70J4KAZHZ95RF7GVCJIBJL8FRAD5,0,Submitted,Tue Apr 19 02:41:07 PDT 2016,Mon Apr 18 09:56:29 PDT 2016,Mon Apr 18 10:01:07 PDT 2016,,,,,,[],4.197933333333333
0,green,banana,color,food,4,0.77,inherent,English,2,Female,34,,Yes,3,Linux,768,1366,Chrome,311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:18 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:18 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3L70J4KAZHZ95RF7GVCJIBJL8FRAD5,0,Submitted,Tue Apr 19 02:41:07 PDT 2016,Mon Apr 18 09:56:29 PDT 2016,Mon Apr 18 10:01:07 PDT 2016,,,,,,[],4.197933333333333
0,short,chair,size,furniture,5,0.21,inherent,English,2,Female,34,,Yes,3,Linux,768,1366,Chrome,311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:18 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:18 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3L70J4KAZHZ95RF7GVCJIBJL8FRAD5,0,Submitted,Tue Apr 19 02:41:07 PDT 2016,Mon Apr 18 09:56:29 PDT 2016,Mon Apr 18 10:01:07 PDT 2016,,,,,,[],4.197933333333333
0,small,chair,size,furniture,6,0.66,inherent,English,2,Female,34,,Yes,3,Linux,768,1366,Chrome,311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:18 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:18 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3L70J4KAZHZ95RF7GVCJIBJL8FRAD5,0,Submitted,Tue Apr 19 02:41:07 PDT 2016,Mon Apr 18 09:56:29 PDT 2016,Mon Apr 18 10:01:07 PDT 2016,,,,,,[],4.197933333333333
0,fresh,apple,age,food,7,0.3,inherent,English,2,Female,34,,Yes,3,Linux,768,1366,Chrome,311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:18 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:18 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3L70J4KAZHZ95RF7GVCJIBJL8FRAD5,0,Submitted,Tue Apr 19 02:41:07 PDT 2016,Mon Apr 18 09:56:29 PDT 2016,Mon Apr 18 10:01:07 PDT 2016,,,,,,[],4.197933333333333
0,rotten,apple,age,food,8,0.91,inherent,English,2,Female,34,,Yes,3,Linux,768,1366,Chrome,311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:18 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:18 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3L70J4KAZHZ95RF7GVCJIBJL8FRAD5,0,Submitted,Tue Apr 19 02:41:07 PDT 2016,Mon Apr 18 09:56:29 PDT 2016,Mon Apr 18 10:01:07 PDT 2016,,,,,,[],4.197933333333333
0,square,desk,shape,furniture,9,0.12,inherent,English,2,Female,34,,Yes,3,Linux,768,1366,Chrome,311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:18 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:18 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3L70J4KAZHZ95RF7GVCJIBJL8FRAD5,0,Submitted,Tue Apr 19 02:41:07 PDT 2016,Mon Apr 18 09:56:29 PDT 2016,Mon Apr 18 10:01:07 PDT 2016,,,,,,[],4.197933333333333
0,smooth,couch,texture,furniture,10,0.07,inherent,English,2,Female,34,,Yes,3,Linux,768,1366,Chrome,311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:18 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:18 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3L70J4KAZHZ95RF7GVCJIBJL8FRAD5,0,Submitted,Tue Apr 19 02:41:07 PDT 2016,Mon Apr 18 09:56:29 PDT 2016,Mon Apr 18 10:01:07 PDT 2016,,,,,,[],4.197933333333333
0,blue,apple,color,food,11,1,inherent,English,2,Female,34,,Yes,3,Linux,768,1366,Chrome,311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:18 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:18 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3L70J4KAZHZ95RF7GVCJIBJL8FRAD5,0,Submitted,Tue Apr 19 02:41:07 PDT 2016,Mon Apr 18 09:56:29 PDT 2016,Mon Apr 18 10:01:07 PDT 2016,,,,,,[],4.197933333333333
0,brown,couch,color,furniture,12,0.21,inherent,English,2,Female,34,,Yes,3,Linux,768,1366,Chrome,311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:18 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:18 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=311HQEI8RSTR36OCB8KVAT5F5V3Z7T,3L70J4KAZHZ95RF7GVCJIBJL8FRAD5,0,Submitted,Tue Apr 19 02:41:07 PDT 2016,Mon Apr 18 09:56:29 PDT 2016,Mon Apr 18 10:01:07 PDT 2016,,,,,,[],4.197933333333333
