workerid,predicate,noun,class,nounclass,slide_number,response,condition
0,wooden,banana,material,food,3,0,inherent
0,good,desk,quality,furniture,4,0.33,inherent
0,plastic,couch,material,furniture,5,0.91,inherent
0,soft,TV,texture,furniture,6,0.06,inherent
0,new,TV,age,furniture,7,0.66,inherent
0,small,chair,size,furniture,8,0.93,inherent
0,smooth,TV,texture,furniture,9,0.05,inherent
0,blue,tomato,color,food,10,0.04,inherent
0,square,cheese,shape,food,11,0.5,inherent
0,fresh,banana,age,food,12,0.91,inherent
0,rotten,fan,age,furniture,13,0.08,inherent
0,metal,TV,material,furniture,14,0.49,inherent
0,red,cheese,color,food,15,0.68,inherent
0,tiny,fan,size,furniture,16,0.97,inherent
0,yellow,cheese,color,food,17,0.93,inherent
0,hard,chair,texture,furniture,18,0.95,inherent
0,old,couch,age,furniture,19,0.96,inherent
0,big,banana,size,food,20,0.94,inherent
0,short,couch,size,furniture,21,0.34,inherent
0,huge,carrot,size,food,22,0.96,inherent
0,bad,couch,quality,furniture,23,0.49,inherent
0,long,banana,size,food,24,0.7,inherent
0,green,chair,color,furniture,25,0.95,inherent
0,purple,carrot,color,food,26,0.96,inherent
0,brown,couch,color,furniture,27,0.97,inherent
0,round,cheese,shape,food,28,0.96,inherent
1,good,fan,quality,furniture,3,0.25,inherent
1,tiny,desk,size,furniture,4,0.92,inherent
1,smooth,TV,texture,furniture,5,0.03,inherent
1,purple,desk,color,furniture,6,0.95,inherent
1,long,carrot,size,food,7,0.81,inherent
1,round,tomato,shape,food,8,0.12,inherent
1,fresh,tomato,age,food,9,0.88,inherent
1,big,banana,size,food,10,0.78,inherent
1,rotten,carrot,age,food,11,0.86,inherent
1,small,TV,size,furniture,12,0.95,inherent
1,old,cheese,age,food,13,0.85,inherent
1,huge,TV,size,furniture,14,0.91,inherent
1,brown,cheese,color,food,15,0.95,inherent
1,plastic,tomato,material,food,16,1,inherent
1,soft,carrot,texture,food,17,0.87,inherent
1,new,TV,age,furniture,18,0.96,inherent
1,green,chair,color,furniture,19,0.73,inherent
1,short,apple,size,food,20,0.48,inherent
1,hard,desk,texture,furniture,21,0.11,inherent
1,red,desk,color,furniture,22,0.89,inherent
1,wooden,carrot,material,food,23,1,inherent
1,square,chair,shape,furniture,24,0.71,inherent
1,metal,tomato,material,food,25,0.93,inherent
1,yellow,fan,color,furniture,26,0.83,inherent
1,blue,TV,color,furniture,27,0.84,inherent
1,bad,desk,quality,furniture,28,0.1,inherent
2,new,fan,age,furniture,3,0.11,subjective
2,huge,carrot,size,food,4,0.12,subjective
2,wooden,cheese,material,food,5,0,subjective
2,smooth,cheese,texture,food,6,0.37,subjective
2,green,couch,color,furniture,7,0.14,subjective
2,yellow,tomato,color,food,8,0.11,subjective
2,rotten,fan,age,furniture,9,0,subjective
2,tiny,banana,size,food,10,0.1,subjective
2,soft,chair,texture,furniture,11,0.2,subjective
2,small,TV,size,furniture,12,0.19,subjective
2,brown,apple,color,food,13,0.11,subjective
2,old,cheese,age,food,14,0.23,subjective
2,good,tomato,quality,food,15,0.42,subjective
2,plastic,fan,material,furniture,16,0,subjective
2,big,desk,size,furniture,17,0.19,subjective
2,metal,banana,material,food,18,0,subjective
2,red,tomato,color,food,19,0.09,subjective
2,long,carrot,size,food,20,0.11,subjective
2,square,cheese,shape,food,21,0.05,subjective
2,hard,banana,texture,food,22,0.21,subjective
2,blue,couch,color,furniture,23,0.14,subjective
2,purple,fan,color,furniture,24,0.25,subjective
2,fresh,apple,age,food,25,0.15,subjective
2,short,cheese,size,food,26,0.21,subjective
2,bad,desk,quality,furniture,27,0.51,subjective
2,round,chair,shape,furniture,28,0.15,subjective
3,good,desk,quality,furniture,3,0.5,subjective
3,plastic,chair,material,furniture,4,0,subjective
3,small,TV,size,furniture,5,0,subjective
3,new,couch,age,furniture,6,0.18,subjective
3,yellow,apple,color,food,7,0,subjective
3,bad,apple,quality,food,8,0.75,subjective
3,hard,chair,texture,furniture,9,0.36,subjective
3,square,fan,shape,furniture,10,0,subjective
3,brown,TV,color,furniture,11,0,subjective
3,huge,tomato,size,food,12,0.26,subjective
3,blue,chair,color,furniture,13,0,subjective
3,rotten,desk,age,furniture,14,0.77,subjective
3,green,desk,color,furniture,15,0.03,subjective
3,round,TV,shape,furniture,16,0,subjective
3,old,carrot,age,food,17,0.23,subjective
3,soft,carrot,texture,food,18,0.36,subjective
3,wooden,apple,material,food,19,0,subjective
3,smooth,chair,texture,furniture,20,0.2,subjective
3,short,carrot,size,food,21,0.32,subjective
3,big,desk,size,furniture,22,0.23,subjective
3,tiny,fan,size,furniture,23,0.3,subjective
3,purple,cheese,color,food,24,0,subjective
3,red,TV,color,furniture,25,0,subjective
3,metal,couch,material,furniture,26,0,subjective
3,long,cheese,size,food,27,0.38,subjective
3,fresh,tomato,age,food,28,0.46,subjective
4,bad,cheese,quality,food,3,0.25,subjective
4,round,chair,shape,furniture,4,0.29,subjective
4,blue,apple,color,food,5,0.72,subjective
4,small,tomato,size,food,6,0.23,subjective
4,hard,tomato,texture,food,7,0.69,subjective
4,big,chair,size,furniture,8,0.3,subjective
4,wooden,chair,material,furniture,9,0.5,subjective
4,short,tomato,size,food,10,0.7,subjective
4,good,couch,quality,furniture,11,0.13,subjective
4,red,carrot,color,food,12,0.71,subjective
4,fresh,carrot,age,food,13,0.16,subjective
4,old,carrot,age,food,14,0.46,subjective
4,huge,fan,size,furniture,15,0.23,subjective
4,metal,banana,material,food,16,0.71,subjective
4,soft,tomato,texture,food,17,0.46,subjective
4,plastic,apple,material,food,18,0.61,subjective
4,new,desk,age,furniture,19,0.18,subjective
4,long,apple,size,food,20,0.44,subjective
4,purple,TV,color,furniture,21,0.6,subjective
4,brown,desk,color,furniture,22,0.33,subjective
4,green,cheese,color,food,23,0.5,subjective
4,yellow,cheese,color,food,24,0.46,subjective
4,tiny,chair,size,furniture,25,0.37,subjective
4,rotten,couch,age,furniture,26,0.56,subjective
4,smooth,carrot,texture,food,27,0.4,subjective
4,square,couch,shape,furniture,28,0.27,subjective
5,small,chair,size,furniture,3,0.67,inherent
5,red,desk,color,furniture,4,0.12,inherent
5,good,tomato,quality,food,5,0.82,inherent
5,long,desk,size,furniture,6,0.72,inherent
5,wooden,carrot,material,food,7,0.92,inherent
5,purple,tomato,color,food,8,0.66,inherent
5,round,cheese,shape,food,9,0.41,inherent
5,yellow,apple,color,food,10,0.52,inherent
5,green,carrot,color,food,11,0.67,inherent
