workerid,predicate,noun,class,nounclass,slide_number,response,condition,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,wooden,banana,material,food,3,0,inherent,english,2,Female,32,,Yes,4,Mac,900,1440,Chrome,3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:13 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:13 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3QILPRALQ6848FD58R68IPPKWVU8NI,0,Submitted,Tue Apr 19 02:55:01 PDT 2016,Mon Apr 18 10:13:34 PDT 2016,Mon Apr 18 10:15:01 PDT 2016,,,,,,[],1.4110333333333334
0,good,desk,quality,furniture,4,0.33,inherent,english,2,Female,32,,Yes,4,Mac,900,1440,Chrome,3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:13 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:13 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3QILPRALQ6848FD58R68IPPKWVU8NI,0,Submitted,Tue Apr 19 02:55:01 PDT 2016,Mon Apr 18 10:13:34 PDT 2016,Mon Apr 18 10:15:01 PDT 2016,,,,,,[],1.4110333333333334
0,plastic,couch,material,furniture,5,0.91,inherent,english,2,Female,32,,Yes,4,Mac,900,1440,Chrome,3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:13 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:13 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3QILPRALQ6848FD58R68IPPKWVU8NI,0,Submitted,Tue Apr 19 02:55:01 PDT 2016,Mon Apr 18 10:13:34 PDT 2016,Mon Apr 18 10:15:01 PDT 2016,,,,,,[],1.4110333333333334
0,soft,TV,texture,furniture,6,0.06,inherent,english,2,Female,32,,Yes,4,Mac,900,1440,Chrome,3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:13 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:13 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3QILPRALQ6848FD58R68IPPKWVU8NI,0,Submitted,Tue Apr 19 02:55:01 PDT 2016,Mon Apr 18 10:13:34 PDT 2016,Mon Apr 18 10:15:01 PDT 2016,,,,,,[],1.4110333333333334
0,new,TV,age,furniture,7,0.66,inherent,english,2,Female,32,,Yes,4,Mac,900,1440,Chrome,3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:13 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:13 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3QILPRALQ6848FD58R68IPPKWVU8NI,0,Submitted,Tue Apr 19 02:55:01 PDT 2016,Mon Apr 18 10:13:34 PDT 2016,Mon Apr 18 10:15:01 PDT 2016,,,,,,[],1.4110333333333334
0,small,chair,size,furniture,8,0.93,inherent,english,2,Female,32,,Yes,4,Mac,900,1440,Chrome,3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:13 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:13 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3QILPRALQ6848FD58R68IPPKWVU8NI,0,Submitted,Tue Apr 19 02:55:01 PDT 2016,Mon Apr 18 10:13:34 PDT 2016,Mon Apr 18 10:15:01 PDT 2016,,,,,,[],1.4110333333333334
0,smooth,TV,texture,furniture,9,0.05,inherent,english,2,Female,32,,Yes,4,Mac,900,1440,Chrome,3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:13 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:13 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3QILPRALQ6848FD58R68IPPKWVU8NI,0,Submitted,Tue Apr 19 02:55:01 PDT 2016,Mon Apr 18 10:13:34 PDT 2016,Mon Apr 18 10:15:01 PDT 2016,,,,,,[],1.4110333333333334
0,blue,tomato,color,food,10,0.04,inherent,english,2,Female,32,,Yes,4,Mac,900,1440,Chrome,3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:13 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:13 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3QILPRALQ6848FD58R68IPPKWVU8NI,0,Submitted,Tue Apr 19 02:55:01 PDT 2016,Mon Apr 18 10:13:34 PDT 2016,Mon Apr 18 10:15:01 PDT 2016,,,,,,[],1.4110333333333334
0,square,cheese,shape,food,11,0.5,inherent,english,2,Female,32,,Yes,4,Mac,900,1440,Chrome,3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:13 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:13 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3QILPRALQ6848FD58R68IPPKWVU8NI,0,Submitted,Tue Apr 19 02:55:01 PDT 2016,Mon Apr 18 10:13:34 PDT 2016,Mon Apr 18 10:15:01 PDT 2016,,,,,,[],1.4110333333333334
0,fresh,banana,age,food,12,0.91,inherent,english,2,Female,32,,Yes,4,Mac,900,1440,Chrome,3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3J3XIOMSTSPBFW70JXGGGYLVG7S0IH,Adjectives of English,Answer questions about the interpretations of adjectives,language research stanford fun cognitive science university,$0.30,Mon Apr 18 09:56:13 PDT 2016,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Wed May 18 09:56:13 PDT 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3XDSWAMB225O1VIHFT9TZMLP13ACQ6,3QILPRALQ6848FD58R68IPPKWVU8NI,0,Submitted,Tue Apr 19 02:55:01 PDT 2016,Mon Apr 18 10:13:34 PDT 2016,Mon Apr 18 10:15:01 PDT 2016,,,,,,[],1.4110333333333334
