workerid,noun,nounclass,slide_number,sense,predicate2,predicate1,class2,response,class1,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,citizen,X,3,no,plain,international,value,0.25,nationality,english,2,Female,46,,Yes,4,Mac,1080,1920,Safari,3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3V76OXST9RVZ38CLCDXMRPHQBOI50E,Descriptions of English,Judge the naturalness of descriptions,language research stanford fun cognitive science university,$0.30,Fri Dec 18 07:33:18 PST 2015,9,2,0,7,Assignable,NotReviewed,1 cond,1800,60,Sun Jan 17 07:33:18 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3DHE4R9OCXONC8UU56KCIE3K5DVG2E,0,Approved,Fri Dec 18 07:59:19 PST 2015,Fri Dec 18 07:53:52 PST 2015,Fri Dec 18 07:58:19 PST 2015,Fri Dec 18 08:00:16 PST 2015,,,,,[],4.385116666666667
0,spaghetti,X,4,NA,large,white,dimension,0.18,color,english,2,Female,46,,Yes,4,Mac,1080,1920,Safari,3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3V76OXST9RVZ38CLCDXMRPHQBOI50E,Descriptions of English,Judge the naturalness of descriptions,language research stanford fun cognitive science university,$0.30,Fri Dec 18 07:33:18 PST 2015,9,2,0,7,Assignable,NotReviewed,1 cond,1800,60,Sun Jan 17 07:33:18 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3DHE4R9OCXONC8UU56KCIE3K5DVG2E,0,Approved,Fri Dec 18 07:59:19 PST 2015,Fri Dec 18 07:53:52 PST 2015,Fri Dec 18 07:58:19 PST 2015,Fri Dec 18 08:00:16 PST 2015,,,,,[],4.385116666666667
0,child,X,5,NA,strange,thick,value,0.12,dimension,english,2,Female,46,,Yes,4,Mac,1080,1920,Safari,3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3V76OXST9RVZ38CLCDXMRPHQBOI50E,Descriptions of English,Judge the naturalness of descriptions,language research stanford fun cognitive science university,$0.30,Fri Dec 18 07:33:18 PST 2015,9,2,0,7,Assignable,NotReviewed,1 cond,1800,60,Sun Jan 17 07:33:18 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3DHE4R9OCXONC8UU56KCIE3K5DVG2E,0,Approved,Fri Dec 18 07:59:19 PST 2015,Fri Dec 18 07:53:52 PST 2015,Fri Dec 18 07:58:19 PST 2015,Fri Dec 18 08:00:16 PST 2015,,,,,[],4.385116666666667
0,level,X,6,NA,historical,narrow,temporal,0.11,dimension,english,2,Female,46,,Yes,4,Mac,1080,1920,Safari,3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3V76OXST9RVZ38CLCDXMRPHQBOI50E,Descriptions of English,Judge the naturalness of descriptions,language research stanford fun cognitive science university,$0.30,Fri Dec 18 07:33:18 PST 2015,9,2,0,7,Assignable,NotReviewed,1 cond,1800,60,Sun Jan 17 07:33:18 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3DHE4R9OCXONC8UU56KCIE3K5DVG2E,0,Approved,Fri Dec 18 07:59:19 PST 2015,Fri Dec 18 07:53:52 PST 2015,Fri Dec 18 07:58:19 PST 2015,Fri Dec 18 08:00:16 PST 2015,,,,,[],4.385116666666667
0,world,X,7,no,token,current,X,0.18,temporal,english,2,Female,46,,Yes,4,Mac,1080,1920,Safari,3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3V76OXST9RVZ38CLCDXMRPHQBOI50E,Descriptions of English,Judge the naturalness of descriptions,language research stanford fun cognitive science university,$0.30,Fri Dec 18 07:33:18 PST 2015,9,2,0,7,Assignable,NotReviewed,1 cond,1800,60,Sun Jan 17 07:33:18 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3DHE4R9OCXONC8UU56KCIE3K5DVG2E,0,Approved,Fri Dec 18 07:59:19 PST 2015,Fri Dec 18 07:53:52 PST 2015,Fri Dec 18 07:58:19 PST 2015,Fri Dec 18 08:00:16 PST 2015,,,,,[],4.385116666666667
0,one,X,8,NA,overhead,red,location,0.16,color,english,2,Female,46,,Yes,4,Mac,1080,1920,Safari,3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3V76OXST9RVZ38CLCDXMRPHQBOI50E,Descriptions of English,Judge the naturalness of descriptions,language research stanford fun cognitive science university,$0.30,Fri Dec 18 07:33:18 PST 2015,9,2,0,7,Assignable,NotReviewed,1 cond,1800,60,Sun Jan 17 07:33:18 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3DHE4R9OCXONC8UU56KCIE3K5DVG2E,0,Approved,Fri Dec 18 07:59:19 PST 2015,Fri Dec 18 07:53:52 PST 2015,Fri Dec 18 07:58:19 PST 2015,Fri Dec 18 08:00:16 PST 2015,,,,,[],4.385116666666667
0,joke,X,9,NA,corduroy,old-time,material,0.88,age,english,2,Female,46,,Yes,4,Mac,1080,1920,Safari,3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3V76OXST9RVZ38CLCDXMRPHQBOI50E,Descriptions of English,Judge the naturalness of descriptions,language research stanford fun cognitive science university,$0.30,Fri Dec 18 07:33:18 PST 2015,9,2,0,7,Assignable,NotReviewed,1 cond,1800,60,Sun Jan 17 07:33:18 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3DHE4R9OCXONC8UU56KCIE3K5DVG2E,0,Approved,Fri Dec 18 07:59:19 PST 2015,Fri Dec 18 07:53:52 PST 2015,Fri Dec 18 07:58:19 PST 2015,Fri Dec 18 08:00:16 PST 2015,,,,,[],4.385116666666667
0,car,X,10,NA,everyday,young,temporal,0.78,age,english,2,Female,46,,Yes,4,Mac,1080,1920,Safari,3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3V76OXST9RVZ38CLCDXMRPHQBOI50E,Descriptions of English,Judge the naturalness of descriptions,language research stanford fun cognitive science university,$0.30,Fri Dec 18 07:33:18 PST 2015,9,2,0,7,Assignable,NotReviewed,1 cond,1800,60,Sun Jan 17 07:33:18 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3DHE4R9OCXONC8UU56KCIE3K5DVG2E,0,Approved,Fri Dec 18 07:59:19 PST 2015,Fri Dec 18 07:53:52 PST 2015,Fri Dec 18 07:58:19 PST 2015,Fri Dec 18 08:00:16 PST 2015,,,,,[],4.385116666666667
0,benefit,X,11,NA,spicy,thin,physical,0.83,dimension,english,2,Female,46,,Yes,4,Mac,1080,1920,Safari,3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3V76OXST9RVZ38CLCDXMRPHQBOI50E,Descriptions of English,Judge the naturalness of descriptions,language research stanford fun cognitive science university,$0.30,Fri Dec 18 07:33:18 PST 2015,9,2,0,7,Assignable,NotReviewed,1 cond,1800,60,Sun Jan 17 07:33:18 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3DHE4R9OCXONC8UU56KCIE3K5DVG2E,0,Approved,Fri Dec 18 07:59:19 PST 2015,Fri Dec 18 07:53:52 PST 2015,Fri Dec 18 07:58:19 PST 2015,Fri Dec 18 08:00:16 PST 2015,,,,,[],4.385116666666667
0,computer,X,12,NA,daily,professional,temporal,0.15,human,english,2,Female,46,,Yes,4,Mac,1080,1920,Safari,3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3V76OXST9RVZ38CLCDXMRPHQBOI50E,Descriptions of English,Judge the naturalness of descriptions,language research stanford fun cognitive science university,$0.30,Fri Dec 18 07:33:18 PST 2015,9,2,0,7,Assignable,NotReviewed,1 cond,1800,60,Sun Jan 17 07:33:18 PST 2016,https://requester.mturk.com/mturk/manageHIT?HITId=3SR6AEG6W56OR5KJSV4ONZL7AP6HY0,3DHE4R9OCXONC8UU56KCIE3K5DVG2E,0,Approved,Fri Dec 18 07:59:19 PST 2015,Fri Dec 18 07:53:52 PST 2015,Fri Dec 18 07:58:19 PST 2015,Fri Dec 18 08:00:16 PST 2015,,,,,[],4.385116666666667
