the,386
of,206
a,158
to,145
in,127
that,87
1,84
at,83
adjective,67
for,67
adjectives,65
subjectivity,64
preferences,57
2,56
and,55
ordering,53
are,51
with,49
3,48
we,45
from,40
0,39
more,39
is,36
noun,36
brown,33
cardboard,31
small,31
5,30
as,29
this,29
an,28
by,26
it,25
nominal,22
box,21
these,21
not,20
potential,20
their,20
4,19
be,19
reference,19
they,19
closer,18
e,18
less,18
modification,18
semantic,18
boxes,17
on,17
subjective,17
account,16
denotation,16
np,16
might,15
nouns,15
p,15
s,15
scontrasetal2017adjectives,15
where,15
accessibility,14
adj,14
have,14
languages,14
order,14
set,14
speakers,14
structure,14
which,14
or,13
property,13
relative,13
there,13
why,13
circle,12
empirical,12
seiler1978,12
6,11
about,11
english,11
bever1970,10
each,10
equation,10
g,10
linearly,10
modified,10
nounlike,10
only,10
post-nominal,10
question,10
should,10
useful,10
what,10
frequency,9
hierarchical,9
hypothesis,9
multi-adjective,9
our,9
phrase,9
phrases,9
preferred,9
properties,9
proposal,9
resolution,9
results,9
role,9
so,9
than,9
thus,9
x,9
also,8
authors,8
can,8
case,8
color,8
do,8
early,8
error,8
establishing,8
how,8
i,8
linear,8
misclassification,8
objects,8
scope,8
see,8
strings,8
8,7
adjective's,7
appears,7
but,7
character,7
construction,7
content,7
determine,7
determiner,7
farther,7
if,7
inherentness,7
language,7
least,7
martin1969competence,7
measure,7
must,7
one,7
parser,7
probability,7
scores,7
stands,7
then,7
whether,7
will,7
work,7
would,7
according,6
any,6
behavioral,6
composition,6
consider,6
disagreement,6
distance,6
does,6
finding,6
first,6
head,6
however,6
its,6
like,6
listeners,6
modify,6
n,6
occur,6
outward,6
over,6
proceeds,6
process,6
purposes,6
referent,6
section,6
semantics,6
successful,6
such,6
task,6
wulff2003,6
7,5
accessible,5
adjectival,5
corpus,5
corresponds,5
determines,5
elements,5
encountering,5
errors,5
explain,5
explaining,5
faultless,5
flip,5
get,5
given,5
increases,5
into,5
introduce,5
likely,5
meaning,5
most,5
now,5
pre-nominal,5
predictor,5
predicts,5
pressures,5
proposals,5
psychological,5
referents,5
remains,5
same,5
some,5
still,5
support,5
two,5
use,5
via,5
vs,5
when,5
words,5
above,4
all,4
answers,4
before,4
between,4
both,4
boundaries,4
cf,4
chance,4
children,4
different,4
direction,4
during,4
earlier,4
emerge,4
example,4
explanation,4
figure,4
function,4
functional,4
gray,4
here,4
identify,4
implied,4
incremental,4
information,4
lexical,4
listener,4
measured,4
mirror-image,4
nominals,4
object,4
observed,4
opposite,4
out,4
play,4
predictions,4
predictive,4
pressure,4
proposed,4
rectangle,4
regularities,4
respect,4
robust,4
significant,4
source,4
string,4
subjectivity-based,4
sweet1898,4
them,4
those,4
were,4
while,4
15,3
20,3
59,3
64,3
9,3
abstract,3
against,3
analysis,3
ap,3
appear,3
arrive,3
attempt,3
away,3
been,3
begin,3
best,3
blue,3
clear,3
compared,3
concluded,3
conclusion,3
context,3
contribute,3
crucially,3
d,3
data,3
decrease,3
degree,3
demonstrating,3
determiners,3
disagree,3
dixon1982,3
down,3
even,3
evidence,3
experimental,3
eye,3
eye-tracking,3
factors,3
find,3
findings,3
form,3
found,3
frequent,3
goal,3
grammatical,3
greater,3
has,3
hetzron1978,3
hold,3
identifies,3
implication,3
indeed,3
issue,3
just,3
latencies,3
lead,3
limit,3
lower,3
makes,3
misclassifications,3
mod-fig,3
moreover,3
movements,3
much,3
narrow,3
need,3
notions,3
obj,3
offers,3
other,3
participants,3
perhaps,3
possible,3
preference,3
processing,3
production,3
projections,3
purpose,3
range,3
relies,3
remarkably,3
reverse,3
right,3
salience,3
semantically,3
service,3
shirt,3
smallest,3
speaker,3
study,3
suggest,3
syntax,3
terms,3
try,3
users,3
values,3
variance,3
various,3
visual,3
way,3
whereby,3
whorf1945,3
within,3
yet,3
025,2
255,2
26,2
309,2
33,2
95,2
accounted,2
advanced,2
aid,2
align,2
alignment,2
allows,2
along,2
already,2
amounts,2
another,2
answer,2
applicability,2
applies,2
apply,2
asked,2
awareness,2
because,2
being,2
biberetal1999,2
broad,2
built,2
calculate,2
calculated,2
cartographic,2
central,2
chair,2
chris,2
ci,2
cinque1994,2
claim-,2
comes,2
communicating,2
communication,2
complex,2
compose,2
concepts,2
connection,2
contained,2
continued,2
contribution,2
contributions,2
could,2
counts,2
cross-linguistically,2
current,2
cut,2
described,2
desiderata,2
determination,2
determining,2
dictate,2
did,2
differential,2
discussion,2
displays,2
document,2
edge,2
effectively,2
end,2
establish,2
estimates,2
etc,2
evaluated,2
explanations,2
extend,2
extremely,2
facts,2
faultlessly,2
finally,2
follow,2
following,2
follows,2
frontmatter,2
full,2
game,2
general,2
gradient,2
ground,2
he,2
heads,2
hence,2
heuristics,2
host,2
hypotheses,2
illustration,2
image,2
increase,2
informative,2
informativity,2
inherent,2
input,2
inspired,2
intended,2
intersection,2
intersective,2
intuitive,2
inward,2
judges,2
judgments,2
keyword,2
kugeln,2
lacks,2
laenzlinger2005,2
largest,2
last,2
leap,2
lesser,2
lines,2
links,2
listener's,2
long,2
make,2
making,2
martin1969,2
matter,2
mcnallyboleda2004,2
meanings,2
mirror,2
misalignment,2
modifies,2
moving,2
multi-adj-eq,2
multi-adj-eq-brownsmall,2
multi-adj-eq-smallbrown,2
name,2
named,2
natural,2
next,2
no,2
noise,2
non-restrictive,2
notion,2
number,2
objective,2
odds,2
once,2
operates,2
operationalized,2
ordered,2
orthogonal,2
ourselves,2
perceptual,2
picture,2
pinning,2
polyester,2
positional,2
potentially,2
power,2
pre-,2
precisely,2
primary,2
promising,2
proximity,2
proxy,2
quotation,2
r,2
rather,2
reason,2
reasoning,2
recent,2
recognize,2
red,2
relevant,2
reliable,2
resulting,2
review,2
rigidity,2
saw,2
scott2002,2
search,2
second,2
seems,2
sentence,2
series,2
serious,2
shape,2
shifts,2
simple,2
smaller,2
speaker's,2
specific,2
speech,2
sproatshih1991,2
stable,2
stand,2
strong,2
strongly,2
struggle,2
studies,2
svenonius2008,2
syntactic,2
tacky,2
take,2
tasks,2
test,2
tested,2
themselves,2
things,2
thought,2
three,2
tikzpicture,2
together,2
toward,2
track,2
treat,2
truly,2
truswell2009,2
tying,2
unfortunately,2
upon,2
uptake,2
visual-world,2
was,2
word,2
world,2
wrong,2
ziff1960,2
12,1
18,1
266,1
267,1
30,1
308,1
323,1
325,1
35,1
45,1
5823,1
63,1
68,1
69,1
75,1
83,1
86,1
90,1
91,1
93,1
94,1
97,1
abandon,1
abound,1
absence,1
accepting,1
accessibility-based,1
accessible-,1
accounting,1
accounts,1
across,1
adding,1
addition,1
additional,1
adjective-adjective-noun,1
adjunction,1
admits,1
adopted,1
adult-like,1
after,1
age,1
ago,1
alex,1
aligns,1
although,1
altogether,1
always,1
amenable,1
among,1
amsfonts,1
amsmath,1
apart,1
appeal,1
appealing,1
applicable,1
application,1
appreciate,1
approach,1
appropriate,1
argument,1
arise,1
around,1
arrays,1
arrived,1
arrives,1
articles,1
asking,1
aspect,1
aspects,1
associate,1
assumes,1
assuming,1
assumption,1
astute,1
attempted,1
attested,1
attributes,1
authoryear,1
available,1
avoidance,1
b,1
back,1
balls,1
barker2013,1
barseveretal2017,1
based,1
basis,1
bear,1
bears,1
beautiful,1
becomes,1
began,1
beginning,1
behavior,1
behind,1
beliefs,1
believed,1
bernoulli,1
better,1
bock1982,1
body,1
booktabs,1
bouchard2005,1
broader,1
broadly-applicable,1
brought,1
builds,1
burden,1
calculations,1
capture,1
captured,1
cardinality,1
careful,1
carefully,1
cascade,1
cases,1
categorical,1
categories,1
categorize,1
category,1
caution,1
century,1
certain,1
characterized,1
characterizes,1
chicago,1
child-directed,1
child-produced,1
chris's,1
cjk,1
claim,1
class,1
classes,1
classification,1
classifications,1
classified,1
classifies,1
classifying,1
clauses-,1
clearer,1
clearly,1
closely,1
clue,1
cognition,1
coin,1
common,1
communicate,1
competing,1
completed,1
composing,1
compositional,1
concept,1
concept-,1
concludes,1
concrete,1
conflict,1
confront,1
considered,1
considering,1
consolidate,1
constituents,1
constitution,1
construct,1
context-dependent,1
contributes,1
controlled,1
convenience,1
coppock2018,1
corpora,1
correctly,1
correlated,1
correlation,1
correlations,1
corresponding,1
count,1
counterstances,1
course,1
cover,1
crux,1
cue,1
decide,1
decision,1
decreases,1
decreasing,1
defined,1
definiteness,1
deliver,1
delivering,1
delivers,1
demonstrate,1
demonstrated,1
demonstratives,1
depend,1
dependence,1
depending,1
deploy,1
deploying,1
derive,1
describe,1
describing,1
description,1
design,1
designed,1
desire,1
detail,1
details,1
develop,1
dialog,1
differences,1
differently,1
direct,1
directions,1
disagreeing,1
discarded,1
discourse,1
discovered,1
distilled,1
distilling,1
distinction,1
distribution,1
diverging,1
documented,1
done,1
earlier-,1
ease,1
eberhardetal1995,1
ecologically,1
effect,1
efficiently,1
either,1
element,1
elicited,1
elsarticle,1
else,1
elusive,1
emergence,1
emerges,1
employ,1
employed,1
encounter,1
encountered,1
engaging,1
enjoys,1
ensuring,1
enters,1
envisaged,1
equated,1
essential,1
estimate,1
evaluativity,1
every,1
evidenced,1
examples,1
